ico_smluvni_strany;castka;nazev_smluvni_strany;predmet;publikovano;hodnota_raw
26763567;817748,0;Mertel RG Česká republika, spol. s r.o.;Zajištění organizace Dnů otevřených dveří na 11. 10. 2025 v ZK Otrokovice a MK Písek;01.10.2025;817 748 CZK s DPH
24290254;113300,0;Hotel Klášter Teplá s.r.o.;Zajištění akce „Seznámení pracovníků OŘO OPTP s praktickou činností MAS Kraj živých vod + návštěva projektů realizovaných přes MAS Kraj živých vod“;30.09.2025;113 300 CZK s DPH
26140161;5578780,0;Notes CS a.s.;pořízení produktů Oracle;30.09.2025;5 578 780 CZK bez DPH
04095316;218313,0;Město Kašperské Hory;Smlouva o podmínkách realizace projektu (SoPR) - 250/PP2;29.09.2025;218 313 EUR
04095316;218313,0;Centrum pro regionální rozvoj České republiky;Smlouva o podmínkách realizace projektu (SoPR) - 250/PP2;29.09.2025;218 313 EUR
60077344;;Biologické centrum AV ČR, v. v. i.;Dodatek č. 1 ke Smlouvě o podmínkách realizace projektu (SoPR) - 020/LP1;29.09.2025;Neuvedeno
04095316;;Centrum pro regionální rozvoj České republiky;Dodatek č. 1 ke Smlouvě o podmínkách realizace projektu (SoPR) - 020/LP1;29.09.2025;Neuvedeno
25750178;206462,0;PROTECH PRODUCTION, s.r.o.;Putovní výstava IROP - dílčí objednávka č. 25;29.09.2025;206 462 CZK bez DPH
66529255;71429,0;Tomáš Svoboda;Zajištění občerstvení na Setkání CZ URBACT měst;29.09.2025;71 429 CZK bez DPH
61504823;280725,0;Agentura NKL s.r.o.;Výjezdní zasedání odborů OSRFEU-23 a OŘKFEU–27, ve dnech 2. - 3. 10. 2025;29.09.2025;280 725 CZK s DPH
66529255;71429,0;Tomáš Svoboda;Zajištění občerstvení na Setkání CZ URBACT měst;29.09.2025;71 429 CZK bez DPH
29145121;;Tender systems s.r.o.;dodatek č.1;29.09.2025;Neuvedeno
29145121;;Tender systems s.r.o.;dodatek č.1;29.09.2025;Neuvedeno
;378000,0;Mgr. Dominik Novák;Revize autentizačních metod v prostředí MMR;26.09.2025;378 000 CZK bez DPH
75445034;80000,0;Ing. Lukáš Melecký;Odborná příprava a lektorské zajištění až 4 jednodenních online seminářů ve spolupráci s regionálními Eurocentry;25.09.2025;80 000 CZK s DPH
27874605;118668,0;Elseya spol. s r.o.;Konání Výboru pro regionální politiku;25.09.2025;118 668 CZK bez DPH
46352163;361900,0;S E T O S spol. s r.o.;Nákup mobilních telefonů vč. příslušenství 2025_II;25.09.2025;361 900 CZK bez DPH
74112422;123967,0;Šárka Kuželová, Šárka Kuželová;Smlouva o poskytování poradenství;25.09.2025;123 967 CZK bez DPH
26343673;44688134,0;AUTOCENTRUM JAN ŠMUCLER s.r.o.;Rámcová dohoda na dodávky osobních automobilů - kategorie 2A benzin manuál (AVISme 2025002425);25.09.2025;44 688 134 CZK bez DPH
66002222;1490315,0;Ministerstvo pro místní rozvoj;Objednávka MMR-eTurista-OBJ01_Ostatní činnosti;24.09.2025;1 490 315 CZK bez DPH
48587001;179000,0;MEDIAN, s.r.o.;Realizaci dotazníkového šetření – veřejné investování NPO 4.1.3;24.09.2025;179 000 CZK bez DPH
28425138;169107,0;DATECO SERVICES s.r.o.;Nákup spotřebního materiálu pro zařízení Konica Minolta;24.09.2025;169 107 CZK bez DPH
74112422;;Šárka Kuželová, Šárka Kuželová;Smlouva o poskytování poradenství;23.09.2025;Neuvedeno
26137585;231110,0;IBRS - International Business and Research Services s.r.o.;Zajištění evaluace Podkladová analýza pro redesign webu Územní dimenze;23.09.2025;231 110 CZK s DPH
00177041;73166062,0;Škoda Auto a.s.;Rámcová dohoda na dodávky osobních automobilů - kategorie 2A benzin automat  (AVISme 2025002386);23.09.2025;73 166 062 CZK bez DPH
66002222;;Ministerstvo pro místní rozvoj;Registrace akce a rozhodnutí o poskytnutí dotace;22.09.2025;Neuvedeno
06773079;90300,0;Dedikate s.r.o.;17. ročník tradiční říjnové konference;22.09.2025;90 300 CZK bez DPH
26763567;433767,0;Mertel RG Česká republika, spol. s r.o.;Zajištění a nákup na 4. 10. 2025: Den otevřených dveří ve VÝZKUMNÉM A ŠLECHTITELSKÉM ÚSTAVU OVOCNÁŘSKÉM HOLOVOUSY, s.r.o.;22.09.2025;433 767 CZK s DPH
28123395;102403,0;Artspect, a.s.;Kancelářský nábytek, dílčí obj. č.11;22.09.2025;102 403 CZK bez DPH
43144136;92950,0;Ing. Karel Horák, Ing. Karel Horák;Výjezdní zasedání Pracovní skupiny pro evaluace NOK;19.09.2025;92 950 CZK s DPH
03586316;227347,0;Desima Technology s. r. o.;Vícepráce vyvolané potřebou doplnění montážního materiálu,  a to kabeláže a potrubí pro napojení klimatizačních jednotek a lišt, který není součástí smlouvy o  dílo.;19.09.2025;227 347 CZK bez DPH
03586316;681893,0;Desima Technology s. r. o.;Změny vzniklé nepředvídatelnými okolnostmi, které vyvolaly nutnost změny řešení vyměňovaných klimatizací pro napojení na stávající rozvody.;19.09.2025;681 893 CZK bez DPH
25401726;792071,0;THERMAL-F, a.s.;Konference k územnímu plánování;18.09.2025;792 071 CZK bez DPH
48111198;138000,0;ACTIVA spol. s r.o.;kupní smlouva na dodávku kancelářského papíru v rámci veřejné zakázky  s názvem „Dynamický nákupní systém na dodávky kancelářských potřeb pro resort Ministerstva  financí – Výzva 3-2025“;18.09.2025;138 000 CZK bez DPH
12584878;185738,0;Aleš Sebastianides;Dodávka a pokládka koberce Na Příkopě OBJ 12/2025;18.09.2025;185 738 CZK bez DPH
12584878;62660,0;Aleš Sebastianides;Dodávka a pokládka koberce včetně úpravy podkladu;18.09.2025;62 660 CZK bez DPH
00510912;6850000,0;Střední škola rybářská a vodohospodářská Jakuba Krčína, Třeboň, Táboritská 688;"SŠ rybářská a vodohospodářská Třeboň - Smlouva o poskytnutí dotace JčK na úhradu  nezpůsobilých výdajů projektu &quot;Výstavba aquaponického skleníku na SŠRV, Třeboň";18.09.2025;6 850 000 CZK bez DPH
25014650;663080,0;Everesta, s.r.o.;"Příprava a realizace e-learningového kurzu formou série VOD na téma „Dotace EU a projektové řízení""";16.09.2025;663 080 CZK s DPH
49777513;41158,0;Západočeská univerzita v Plzni;Smlouva o podmínkách realizace projektu (SoPR) - 256/LP1;16.09.2025;41 158 EUR
04095316;41158,0;Centrum pro regionální rozvoj České republiky;Smlouva o podmínkách realizace projektu (SoPR) - 256/LP1;16.09.2025;41 158 EUR
05099994;552560,0;exe, a.s., odštěpný závod;Produkty Microsoft;16.09.2025;552 560 CZK bez DPH
19718144;7228500,0;STEGG s.r.o.;Modernizace bezpečnostního systému města Jeseník pomocí aplikačních řešení ekosystému sítí 5G dle technické specifikace;16.09.2025;7 228 500 CZK bez DPH
05732069;148000,0;KAROLAS Legal s.r.o., advokátní kancelář;CES 6805 - Právní služby - právní audit NGÚP;15.09.2025;148 000 CZK bez DPH
27655083;117250,0;ARISTOKRAT CATERING, s.r.o.;Občerstvení na akci - 26. Národní stálá konference;12.09.2025;117 250 CZK s DPH
27032302;140000,0;Asociace pro veřejné zakázky, z.s.;Organizačně technické zabezpečení realizace 17. ročníku podzimní konference;10.09.2025;140 000 CZK bez DPH
45247846;65000,0;"""Asociace komunikačních agentur České republiky, spolek""";Účast na vzdělávací akci Evidence Based Marketing Academy;10.09.2025;65 000 CZK s DPH
;239580,0;Mgr. Michal Garaj;Expert odborných témat;10.09.2025;239 580 CZK s DPH
75153033;342663,0;Císařské lázně, příspěvková organizace;Konference ke stavebnímu řádu;09.09.2025;342 663 CZK bez DPH
25401726;792071,0;THERMAL-F, a.s.;Konference k územnímu plánování;09.09.2025;792 071 CZK bez DPH
09129197;217121,0;Pragovka Events, s.r.o.;zajištění konference k rekodifikaci územního plánování;09.09.2025;217 121 CZK bez DPH
26763567;779010,0;Mertel RG Česká republika, spol. s r.o.;Zajištění organizace Dnů otevřených dveří na 20. 9. 2025:  pivovar a muzeum Holba v Hanušovicích, Selský dvůr U Matoušů;09.09.2025;779 010 CZK s DPH
00022004;1355125,0;GRANDHOTEL PUPP Karlovy Vary, akciová společnost;Celostátní konference k územnímu plánování a stavebnímu řádu;09.09.2025;1 355 125 CZK bez DPH
06313779;;Tomáš Pavelka, Tomáš Pavelka;Konzultační služby v oblasti regionálního rozvoje;09.09.2025;Neuvedeno
63144361;64788,0;Břízky s.r.o.;zajištění výjezdní porady odboru mezinárodních vztahů;09.09.2025;64 788 CZK bez DPH
49353845;15175,0;Jitka Bezoušková;Jednostranné čalounění 5 ks jednokřídlých dveří;08.09.2025;15 175 CZK s DPH
49353845;26600,0;Jitka Bezoušková;Čalounění dveří v kancelářích S444, S445 a S446;08.09.2025;26 600 CZK s DPH
45359041;14510358,0;STRABAG Silnice a.s.;Smlouva o dílo - Rekonstrukce inženýrských sítí, uličního prostoru a sadové úpra;08.09.2025;14 510 358 CZK bez DPH
27655083;129252,0;ARISTOKRAT CATERING, s.r.o.;občerstvení pro kulatý stůl Evropské fondy mění pravidla 11. 09. 2025;05.09.2025;129 252 CZK s DPH
26316919;77244,0;COMTES FHT a.s.;Smlouva o podmínkách realizace projektu (SoPR) - 257/LP1;05.09.2025;77 244 EUR
04095316;77244,0;Centrum pro regionální rozvoj České republiky;Smlouva o podmínkách realizace projektu (SoPR) - 257/LP1;05.09.2025;77 244 EUR
24270890;95060,0;Aegidius s.r.o.;zasedání k vyhodnocení projektu OECD;03.09.2025;95 060 CZK bez DPH
63677792;62533,0;KNOWORIGIN s.r.o.;Propagace brandu Kde fondy EU pomáhají v rámci kontinuální kampaně v souladu s přílohou číslo 1;03.09.2025;62 533 CZK s DPH
06544754;4018474,0;TSM Design s.r.o.;přístavba a stavební úpravy budovy technických služeb vč. protihlukové stěny v areálu společnosti SATT a.s., Žďár nad Sázavou;03.09.2025;4 018 474 CZK bez DPH
26763567;834029,0;Mertel RG Česká republika, spol. s r.o.;Zajištění organizace Dnů otevřených dveří na 13. a 14. 9. 2025: Hrad Roštejn, Skanzen Strážnice;02.09.2025;834 029 CZK s DPH
47451084;1150000,0;T-MAPY spol. s r.o.;konverze dat UAP ÚSTÍ;02.09.2025;1 150 000 CZK bez DPH
26954770;298000,0;AQE advisors, a.s.;Evaluace projektu %3844 Centrum podpory a rozvoje aktivit vedoucích k desegregaci v území;02.09.2025;298 000 CZK bez DPH
00268577;;Siemens, s.r.o.;Dotatek č. 3 ke Smlouvě o dílo;01.09.2025;Neuvedeno
;1099000,0;Hydrosoft Veleslavín;konverze dat UAP KARLOVY VARY;01.09.2025;1 099 000 CZK bez DPH
47451084;1360000,0;T-MAPY spol. s r.o.;konverze dat UAP Moravskoslezký kraj;01.09.2025;1 360 000 CZK bez DPH
25652869;692170,0;REMMARK, a.s.;Zajištění mediálního prostoru v tištěné i on-line podobě pro mediální kampaň IROP - ITI;01.09.2025;692 170 CZK bez DPH
;449000,0;Hydrosoft Veleslavín;konverze dat UAP PARDUBICE;01.09.2025;449 000 CZK bez DPH
;1390000,0;Hydrosoft Veleslavín;konverze dat UAP LIBEREC;01.09.2025;1 390 000 CZK bez DPH
;549000,0;Hydrosoft Veleslavín;konverze dat UAP HRADEC;01.09.2025;549 000 CZK bez DPH
;876000,0;Hydrosoft Veleslavín;konverze dat UAP PRAHA;01.09.2025;876 000 CZK bez DPH
;1199000,0;Hydrosoft Veleslavín;konverze dat UAP Střední Čechy;01.09.2025;1 199 000 CZK bez DPH
47451084;1150000,0;T-MAPY spol. s r.o.;konverze dat UAP ÚSTÍ;01.09.2025;1 150 000 CZK bez DPH
00073539;269655,0;Jihočeské muzeum v Českých Budějovicích;"Jihočeské muzeum v ČB - Smlouva o poskytnutí dotace JčK na úhradu nezpůsobilých výdajů projektu &quot;Muzejně expoziční část s depozitářem v areálu NKP Rodiště Jana Žižky v Trocnově&quot;";01.09.2025;269 655 CZK bez DPH
00073539;23017421,0;Jihočeské muzeum v Českých Budějovicích;"Jihočeské muzeum v ČB - Smlouva o poskytnutí dotace JčK na úhradu nezpůsobilých výdajů projektu &quot;Návštěvnické a vzdělávací centrum v areálu NKP Rodiště Jana Žižky v Trocnově&quot;";01.09.2025;23 017 421 CZK bez DPH
04084063;2661576,0;CETIN a.s.;Libošovice Hůra-Matra-stožár-CETIN;29.08.2025;2 661 576 CZK s DPH
47451084;450000,0;T-MAPY spol. s r.o.;konverze dat UAP VYSOČINA;29.08.2025;450 000 CZK bez DPH
12584878;49209,0;Aleš Sebastianides;Montáž a výroba dřevěného obkladu, objednávka č. 483/2025;29.08.2025;49 209 CZK bez DPH
45359041;14510358,0;STRABAG Silnice a.s.;Smlouva o dílo - Rekonstrukce inženýrských sítí, uličního prostoru a sadové úpra;29.08.2025;14 510 358 CZK bez DPH
06313779;;Tomáš Pavelka, Tomáš Pavelka;Konzultační služby v oblasti regionálního rozvoje;28.08.2025;Neuvedeno
47451084;600000,0;T-MAPY spol. s r.o.;konverze dat UAP Jihočeský kraj;28.08.2025;600 000 CZK bez DPH
71466479;195000,0;JUDr. Kristýna Dolejšová Kabelová, advokát;"Reedici a rozšíření příručky ""Jak řešit (spekulativní) dluhy vlastníka bytové jednotky? Doporučený postup pro společenství vlastníků jednotek v případě nehrazení příspěvku na správu domu a pozemku a záloh na služby ze strany vlastníka jednotky...";28.08.2025;195 000 CZK s DPH
60556552;;Ústav územního rozvoje;Dodatek č. 1 k Zápisu o přenechání kancelářských prostor do užívání - změna kontaktní osoby;27.08.2025;Neuvedeno
47451084;1110000,0;T-MAPY spol. s r.o.;konverze dat UAP Plzen;27.08.2025;1 110 000 CZK bez DPH
24298557;862667,0;OMNILINK Services a.s.;Videokonferenční řešení ve velké zasedací místnosti MMR;26.08.2025;862 667 CZK bez DPH
02832275;74919,0;Dvůr Pecínov s.r.o.;Zajištění výjezdní porady vedení MMR;26.08.2025;74 919 CZK bez DPH
63677792;603790,0;KNOWORIGIN s.r.o.;Minitendr 28/2388_Mediální prostor pro Dny otevřených dveří – podzim 2025;25.08.2025;603 790 CZK s DPH
07081561;770000,0;SEVITECH CZ s.r.o.;konverze dat UAP Jihomoravský kraj;25.08.2025;770 000 CZK bez DPH
07081561;630000,0;SEVITECH CZ s.r.o.;konverze dat UAP Olomoucký kraj;25.08.2025;630 000 CZK bez DPH
25750178;185868,0;PROTECH PRODUCTION, s.r.o.;Putovní výstava IROP - dílčí objednávka č. 24;22.08.2025;185 868 CZK bez DPH
71651322;18400,0;PETR ŽALMAN;Zajištění osmi znaleckých posudků pro vyřazení osobních vozidel MMR;22.08.2025;18 400 CZK s DPH
46902589;117990,0;S&K PUBLIC spol. s r.o.;Grafický návrh a tisk propagačních materiálů NPO;21.08.2025;117 990 CZK bez DPH
24207519;522304,0;SoftwareONE Czech Republic s.r.o.;Prováděcí smlouva č. 2025 - 073 k Rámcové dohodě na pořizování produktů Microsoft - M365 Copilot;21.08.2025;522 304 CZK bez DPH
04308697;616000,0;Aricoma Systems a.s.;Smlouva na dodávku a implementaci terminálových služeb;21.08.2025;616 000 CZK bez DPH
66002222;409248,0;Ministerstvo pro místní rozvoj;Rozhodnutí o poskytnutí dotace Z170101000000 - EÚS 2021-2027 - Danube-ADAPT - Enhancing Climate Data Cooperation for Evidence-based Adaptation Policy Making in the Danube Region;20.08.2025;409 248 CZK s DPH
66002222;;Ministerstvo pro místní rozvoj;Účastnická smlouva;19.08.2025;Neuvedeno
14548127;474000,0;Miroslav Musil;revize Microsoft Defender XDR;19.08.2025;474 000 CZK bez DPH
24298557;862667,0;OMNILINK Services a.s.;Videokonferenční řešení ve velké zasedací místnosti MMR;18.08.2025;862 667 CZK bez DPH
28123395;223175,0;Artspect, a.s.;Dílčí objednávka kancelářského nábytku dle Rámcové dohody CES 6470;18.08.2025;223 175 CZK bez DPH
28576217;1930000,0;PROCES-Centrum pro rozvoj obcí a regionů, s.r.o.;Hodnocení rozmístění vybraných investic IROP;18.08.2025;1 930 000 CZK bez DPH
28428161;;TZB Kladno s.r.o.;Předmětem Dodatku č. 1 jsou drobné změny předmětu díla (vícepráce a  méněpráce) smlouvy na realizaci veřejné zakázky „Obnova vybavení kotelny v objektu Staroměstské nám. 6“ bez dopadu na celkovou cenu díla;18.08.2025;Neuvedeno
47124652;68970000,0;Porsche Inter Auto CZ spol. s r.o.;Rámcová dohoda na dodávky osobních automobil na elektrický pohon (AVISme 2025002037);15.08.2025;68 970 000 CZK bez DPH
11695404;250000,0;Business Video Production s.r.o.;Videoreportáže o projektech IROP - dílčí pokyn k plnění č. 4;14.08.2025;250 000 CZK bez DPH
03886379;411400,0;Drone Services s.r.o.;výroba a zajištění multimediálních služeb k prezentaci příkladů dobré praxe smart village – inovativních řešení obcí;14.08.2025;411 400 CZK bez DPH
47124652;68970000,0;Porsche Inter Auto CZ spol. s r.o.;Rámcová dohoda na dodávky osobních automobil na elektrický pohon (AVISme 2025002037);14.08.2025;68 970 000 CZK bez DPH
26684055;775250,0;Komunální technika, s.r.o.;Kupní smlouva - nákup kompostérů v rámci projektu:  Domácí kompostéry pro občany 2024- město Opava;13.08.2025;775 250 CZK bez DPH
28361296;60936,0;Symphera s.r.o.;Účast na konferenci Project, Agile a Leadership 2025;13.08.2025;60 936 CZK s DPH
26775794;954219,0;Principal engineering s.r.o.;Dohoda o vypořádání poskytnutého plnění;13.08.2025;954 219 CZK bez DPH
64937178;100000,0;Spolek pro obnovu venkova ČR;Národní konference Venkov 2025;12.08.2025;100 000 CZK bez DPH
64937178;100000,0;Spolek pro obnovu venkova ČR;Národní konference Venkov 2025;12.08.2025;100 000 CZK bez DPH
05759099;491400,0;Vývoj software s.r.o.;zajištění technické podpory, programátorských a souvisejících prací pro aplikace MMR;12.08.2025;491 400 CZK bez DPH
66002222;64000000,0;Ministerstvo pro místní rozvoj;MMR_eTurista_RS o poskytování cloudových a dalších souvisejících služeb;11.08.2025;64 000 000 CZK bez DPH
26043076;495000,0;StaMPi, spol. s r.o.;poskytování podpory pro aplikaci Rezervace zasedacích místností;11.08.2025;495 000 CZK bez DPH
12584878;79565,0;Aleš Sebastianides;Dílčí objednávka k Rámcové dohodě o výměně koberců a podlahových krytin na dodávku a montáž PVC včetně úpravy podkladu v zasedací místnosti V07;11.08.2025;79 565 CZK bez DPH
11695404;500000,0;Business Video Production s.r.o.;Videoreportáže o projektech IROP - dílčí pokyn k plnění č. 3;11.08.2025;500 000 CZK bez DPH
09986341;12185000,0;Nikon Europe B.V., český odštěpný závod;Kupní smlouva - Mikroskop pro rychlé snímání dynamických preparátů s možností optických řezů;11.08.2025;12 185 000 CZK bez DPH
;787864,0;Gmina Wisła;Moderní řešení pro klimatické hrozby;07.08.2025;787 864 EUR
25451995;72135,0;UBS Liberec s.r.o.;zajištění výjezdního zasedání;07.08.2025;72 135 CZK bez DPH
26115476;478100,0;Diotima,s.r.o.;Datové podklady k vyhodnocení programů podpory bydlení;07.08.2025;478 100 CZK bez DPH
07081561;16941500,0;SEVITECH CZ s.r.o.;Smlouva na poskytnutí odborných rolí - Rozvoj software ISSŘ a jeho podpůrných nástrojů;07.08.2025;16 941 500 CZK bez DPH
;16941500,0;SYNCHRONIX, a.s.;Smlouva na poskytnutí odborných rolí - Rozvoj software ISSŘ a jeho podpůrných nástrojů;07.08.2025;16 941 500 CZK bez DPH
68145209;100000,0;SPOLEČNĚ-JEKHETANE, o.p.s.;ZAJIŠTĚNÍ KOMUNITNÍCH AKTIVIT v Hanušovicích;07.08.2025;100 000 CZK bez DPH
26473194;600000,0;PRESTO - PŘEKLADATELSKÉ CENTRUM s.r.o.;Jazykové vzdělávání pro IROP;06.08.2025;600 000 CZK bez DPH
04620852;413223,0;Analytics Data Factory s.r.o.;Odborné služby IT architekta k zajištění návrhu datových center pro kritickou infastrukturu a příprava migračního plánu;06.08.2025;413 223 CZK bez DPH
25719751;30851952,0;Mark2 Corporation Czech a.s.;Smlouva na provádění údržbářských prací v objektech MMR;06.08.2025;30 851 952 CZK bez DPH
14498138;73500,0;XANADU a.s.;Nákup výpočetní techniky a software vč. příslušenství 2025_IV - LTO pásky;05.08.2025;73 500 CZK bez DPH
29222389;28304650,0;InQool, a.s.;CES 6658/3 Dodatek č. 3 ke Smlouvě o dílo „VYTVOŘENÍ INFORMAČNÍHO SYSTÉMU E-TURISTA“;05.08.2025;28 304 650 CZK bez DPH
09047905;450000,0;Asociace softwarových agentur z.s.;zajištění konzultací při tvorbě a aplikaci kvalitativních hodnotících kritérií při zadání veřejných zakázek v oblasti IT;04.08.2025;450 000 CZK bez DPH
11695404;52800,0;Business Video Production s.r.o.;Videoreportáže o projektech IROP - dílčí pokyn k plnění č. 2;04.08.2025;52 800 CZK bez DPH
26137585;238370,0;IBRS - International Business and Research Services s.r.o.;Zajištění evaluace Podkladová analýza pro redesign webu Územní dimenze;01.08.2025;238 370 CZK s DPH
71458859;980584,0;Havlová Adéla, Mgr., LL.M., advokátka;Dodatek č. 1 k objednávce č. 4.1.2/8558, na zajištění poradenské činnosti/39/OBJ - 574/2024/56;31.07.2025;980 584 CZK s DPH
48510190;728640,0;Nejvyšší soud;Zápis o přenechání prostor do užívání;30.07.2025;728 640 CZK s DPH
06578705;22950000,0;Česká agentura pro standardizaci;Dohoda o sponzorovaném přístupu k českým technickým normám a jiným technickým dokumentům;29.07.2025;22 950 000 CZK bez DPH
27334929;90629,0;ECS Eurofinance, s.r.o.;Sběr, strukturace a dodání dat zveřejněných ve sbírce rozhodnutí ÚOHS mezi 1.1.2017 až 31.05.2025 pro potřeby další analytické práce objednatele;29.07.2025;90 629 CZK s DPH
07583028;2500000,0;Dominika Hovančáková;"CES 6500/2 - Dodatek č. 2 ke smlouvě ""Poskytování konzultačních a poradenských služeb v oblasti projektového managementu koordinačního a expertního řízení""";28.07.2025;2 500 000 CZK bez DPH
25652869;4000000,0;REMMARK, a.s.;CES 6776 - Mediální prostor pro kampaň Před a po 2025;28.07.2025;4 000 000 CZK bez DPH
29222389;26940000,0;InQool, a.s.;CES 6658/3 Dodatek č. 3 ke Smlouvě o dílo „VYTVOŘENÍ INFORMAČNÍHO SYSTÉMU E-TURISTA“;28.07.2025;26 940 000 CZK bez DPH
26775794;954219,0;Principal engineering s.r.o.;Dohoda o vypořádání poskytnutého plnění;28.07.2025;954 219 CZK bez DPH
14449579;500000,0;Lexicon Labs s.r.o.;zajištění pilotního vývoje a zavedení informačních systémů v podobě osobních AI asistentů/aplikací;28.07.2025;500 000 CZK bez DPH
02665824;251400,0;UMBRELLA Coach & Buses s.r.o.;Dílčí objednávka na zajištění dopravy Vesnice roku 2025 dle Rámcové smlouvy CES 6416;25.07.2025;251 400 CZK bez DPH
45895457;28392,0;Jaroslava Hermanová;Tvorba reprezentačních  stuh malé a velké ozdobné pro akci Vesnice roku 2025;25.07.2025;28 392 CZK bez DPH
03162800;90000,0;GRAFTIS - grafika a tisk, s.r.o.;tiskové služby spojené s tvorbou diplomů, šeků a posterů pro slavnostní vyhlášení oceněných obcí v rámci soutěže Vesnice roku 2025.;25.07.2025;90 000 CZK bez DPH
66002222;41083975,0;Ministerstvo pro místní rozvoj;O poskytnutí dotace - Rozhodnutí o poskytnutí dotace - Metropolitní síť;24.07.2025;41 083 975 CZK s DPH
12584878;125359,0;Aleš Sebastianides;Dílčí objednávka na pokládků koberců dle Rámcové smlouvy v kancelářích MMR;24.07.2025;125 359 CZK bez DPH
44947909;27500000,0;Nemocnice Tišnov, příspěvková organizace;Smlouva o úvěru;23.07.2025;27 500 000 CZK s DPH
25892533;80016000,0;TESCO SW a.s.;CES 6004/2 - Dodatek č. 2 ke Smlouvě o zajištění servisních a rozvojových služeb aplikace MS14+;22.07.2025;80 016 000 CZK bez DPH
25892533;59600000,0;TESCO SW a.s.;CES 6005/3 - Dodatek č. 3 ke Smlouvě o pořízení monitorovacího systému MS2021+ (MS21+) včetně zajištění servisních a rozvojových;22.07.2025;59 600 000 CZK bez DPH
25750178;198816,0;PROTECH PRODUCTION, s.r.o.;Putovní výstava IROP - dílčí objednávka č. 23;22.07.2025;198 816 CZK bez DPH
48587001;544500,0;MEDIAN, s.r.o.;Realizace sociologického šetření mezi českými domácnostmi zaměřeného na prověření zájmu o bydlení v bytech provozovaných bytovými společnostmi s omezeným ziskem (BSOZ);21.07.2025;544 500 CZK s DPH
29145121;14925200,0;Tender systems s.r.o.;ROZZA (dodávka, provoz a rozvoj informačních služeb NIPEZ pro dodavatele);21.07.2025;14 925 200 CZK bez DPH
01405471;2750000,0;FETTERS management, s.r.o.;Smlouva o poskytování služeb - výkonu činností správce stavby Bytový dům na ul. Novoměstská;21.07.2025;2 750 000 CZK bez DPH
27675645;61471376,0;Thein Systems a.s.;Dodatek č. 3 Smlouvy CES 6224;18.07.2025;61 471 376 CZK bez DPH
45309612;344895340,0;S u b t e r r a a.s.;Smlouva  o dílo - Intenzifikace a zkapacitnění ČOV Brandýs n.L.;18.07.2025;344 895 340 CZK bez DPH
27195147;344895340,0;SMP CZ, a.s.;Smlouva  o dílo - Intenzifikace a zkapacitnění ČOV Brandýs n.L.;18.07.2025;344 895 340 CZK bez DPH
66002222;611283,0;Ministerstvo pro místní rozvoj;Smlouva o bezúplatném převodu majetku a o změně příslušnosti hospodařit s tímto majetkem státu - převod tiskáren včetně příslušenství;17.07.2025;611 283 CZK s DPH
61501484;302137,0;CANON CZ s.r.o.;podpora systému centrální reprografie PRISMA;17.07.2025;302 137 CZK s DPH
25844822;113049,0;Omnis Olomouc, a.s.;Minitendr_77/221_A_ Reg. akce Loštice, Dny s evropskými fondy Zákupy a Rymice - Produkční a logistické zajištění v rámci prezentace fondů EU;16.07.2025;113 049 CZK s DPH
26188406;409000,0;R.V.V. Studio, s.r.o.;Pořízení fotografických a video služeb pro prezentaci soutěže Vesnice roku 2025.;16.07.2025;409 000 CZK bez DPH
26441381;121847,0;Alma Career Czechia s.r.o.;Smlouva o vypořádání závazku (objednávka v e-shopu);15.07.2025;121 847 CZK s DPH
12584878;487661,0;Aleš Sebastianides;OBJ/417/2025 - Výměna poškozené podlahové krytiny za nové parkety;15.07.2025;487 661 CZK bez DPH
29066476;659370,0;Auto Eder a.s.;Centrální nákup osobních vozidel s elektrickým pohonem - kategorie 2 EV;15.07.2025;659 370 CZK bez DPH
11230657;73500,0;Marie Kulmanová;OBJ/418/2025 - Zahradnické práce - likvidace a výsadba vyvýšeného záhonu;14.07.2025;73 500 CZK bez DPH
64949681;323796,0;T-Mobile Czech Republic a.s.;pronájem jednoho páru nenasvícených optických vláken;14.07.2025;323 796 CZK s DPH
28473311;100000,0;TOP EXPO CZ s.r.o.;Zajištění propagace aktivit a oblastí spadajících do působnosti MMR zejména z oblasti stavebního řádu ve vazbě na nový stavební zákon a vypsání ceny MMR v rámci 22. ročníku soutěže ČEEP;14.07.2025;100 000 CZK bez DPH
28822188;141570,0;MARY & POPP'S AGENCY, s.r.o.;Minitendr_73/221_A_Den na hasičské stanici v Žamberku, Loučení s létem v Praze a Den s IZS v Pardubicích“  - Produkční a logistické zajištění prezentace na regionálních akcích v rámci prezentace fondů EU;14.07.2025;141 570 CZK s DPH
25898795;363000,0;ATLAS software a.s.;prodloužení licence CODEXIS;14.07.2025;363 000 CZK s DPH
04767543;3500000,0;Národní agentura pro komunikační a informační technologie, s. p.;Poskytnutí odborných zdrojů / kapacit při vytváření byznys analýzy a byznys architektury budoucích systémů Digitalizace stavebního řízení;14.07.2025;3 500 000 CZK bez DPH
64949681;713513,0;T-Mobile Czech Republic a.s.;Dodatek č. 2 Smlouvy CES5390;11.07.2025;713 513 CZK bez DPH
